"id","user","userID","game","gameIndex","timestamp","isodate","achieved","total","percent","common","mangled","passphrase","random","predictable","overallTendency","overallRatings","overallScores","overallGuessesLog10","overallGuesses","commonTendency","commonRatings","commonScores","commonGuessesLog10","commonGuesses","mangledTendency","mangledRatings","mangledScores","mangledGuessesLog10","mangledGuesses","passphraseTendency","passphraseRatings","passphraseScores","passphraseGuessesLog10","passphraseGuesses","randomTendency","randomRatings","randomScores","randomGuessesLog10","randomGuesses","predictableTendency","predictableRatings","predictableScores","predictableGuessesLog10","predictableGuesses"
"0","04REnyajQ1UpNs6nnNXPhPxlYdK2","1","-KYFZB7NInUeS326RpJH","1","1480967897254","2016-12-05","1925","3100","63","8","8","11","4","0","-1.00000","1.96774","2.96774","6.5474723937127","1440744147.8387","-0.25","1.625","1.875","3.9978581965223428","12994","0.25","2.375","2.125","4.646592531602582","307293.625","-2.6363636363636362","1.3636363636363635","4","8.528730761810923","423682388.90909094","-0.5","3.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"1","04REnyajQ1UpNs6nnNXPhPxlYdK2","1","-KYFZPwLjPIMVa6CLMJe","2","1480967910342","2016-12-05","250","300","84","1","1","0","1","0","-0.66667","2.00000","2.66667","6.2726659633120","3333350534.6667","-1","1","2","4.361009712608142","22962","0","2","2","4.456988177284565","28641","NaN","NaN","NaN","NaN","NaN","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"2","04REnyajQ1UpNs6nnNXPhPxlYdK2","1","-KYFZiu_df88yWUvHxVO","3","1480968038380","2016-12-05","1150","1800","64","3","5","7","3","0","-1.00000","2.00000","3.00000","6.8934543957125","1384141390.6111","1","2.6666666666666665","1.6666666666666667","3.409395770859826","9590.666666666666","-0.2","1.8","2","4.921803490979438","111718.6","-2.2857142857142856","1.5714285714285714","3.857142857142857","8.606424287476928","559135380.5714285","-1.3333333333333333","2.6666666666666665","4","9.666668114336654","7000003334","NaN","NaN","NaN","NaN","NaN"
"6","0uKu07pstJZdQAQACYKEZKwl4kd2","5","-KYExfrtVM-RNforRAKQ","1","1480957802588","2016-12-05","2750","3500","79","12","9","7","7","0","-0.11429","2.68571","2.80000","6.2676271982984","2094701757.4286","0.08333333333333333","2.0833333333333335","2","4.011313163804651","12989.416666666666","0.7777777777777778","2.7777777777777777","2","4.538463922024456","53616.666666666664","-1.1428571428571428","2.857142857142857","4","8.62643123946613","473417582.85714287","-0.5714285714285714","3.4285714285714284","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"7","0uKu07pstJZdQAQACYKEZKwl4kd2","5","-KYF1HgA5voqFYCO_Zio","2","1480959010475","2016-12-05","2125","2800","76","7","3","9","9","0","-0.82143","2.32143","3.14286","7.4048480333073","3317611147.2857","0","2","2","4.117556810165834","14457.142857142857","0.6666666666666666","2.6666666666666665","2","4.780816496541603","94393","-1.4444444444444444","2.111111111111111","3.5555555555555554","8.24115530793642","321414192.8888889","-1.3333333333333333","2.6666666666666665","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"8","0uKu07pstJZdQAQACYKEZKwl4kd2","5","-KYF1XkgMA8hMuF0165l","3","1480959075686","2016-12-05","3075","3700","84","8","8","12","9","0","-0.02703","3.02703","3.05405","7.0592940575563","2589283523.5946","0.125","2.125","2","3.9843835611644947","12688.875","1.25","3.25","2","4.73398151716127","121693.375","-0.8333333333333334","2.9166666666666665","3.75","8.453913291882104","483534608.8333333","-0.2222222222222222","3.7777777777777777","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"9","0uKu07pstJZdQAQACYKEZKwl4kd2","5","-KYF1mD_rWJRSznzISY5","4","1480959138809","2016-12-05","3150","3900","81","13","9","10","7","0","-0.30769","2.41026","2.71795","6.1747347313556","1828220840.6154","-0.15384615384615385","1.7692307692307692","1.9230769230769231","3.7687213281714267","12044.461538461539","0.3333333333333333","2.2222222222222223","1.8888888888888888","4.3981263526149155","49447.333333333336","-0.7","2.9","3.6","8.23405129915557","340001117.4","-0.8571428571428571","3.142857142857143","4","9.985375298793002","9700000000.857143","NaN","NaN","NaN","NaN","NaN"
"11","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZbrqYK3cc2nq7qBGt","1","1485599374563","2017-01-28","2375","2700","88","5","3","9","10","0","-0.40741","3.00000","3.40741","7.7979431867597","3646376802.7407","0","2","2","4.101985674225777","15961.2","-0.3333333333333333","1.6666666666666667","2","4.4645151914051935","65455.666666666664","0","4","4","8.564299782497008","533543054.6666667","-1","3","4","9.95622940546936","9365001000.9","NaN","NaN","NaN","NaN","NaN"
"12","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZxOy32YvRJbpn1gAR","2","1485605017015","2017-01-28","1025","1200","86","1","6","3","2","0","-0.41667","2.58333","3.00000","6.9439418929158","1916845069.4167","-1","1","2","4.420945405921971","26360","-0.5","2","2.5","5.508249869722108","105049465.5","0.3333333333333333","4","3.6666666666666665","8.618952696882692","790605892.6666666","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"13","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZxkGT-OV4HJ4fS9IZ","3","1485605097494","2017-01-28","925","1100","85","2","5","1","3","0","-0.27273","2.36364","2.63636","6.3180462499682","2727797434.7273","-1","1","2","3.9546078002257796","11084","0","2","2","4.976812335109338","135400.2","-1","2","3","6.705231473522048","5072610","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
